Player,Pos,Team,Start,End,Yrs,Value,AAV,2-Year_Cash,3-Year_Cash
Cameron McGriff,SF,POR,2021,2021,10,53176,5318,53176,53176
Brandon Williams,PG,POR,2021,2021,10,53176,5318,53176,53176
Xavier Moon,SG,LAC,2021,2021,10,53176,5318,53176,53176
Shaq Buchanan,SG,MEM,2021,2021,10,53176,5318,53176,53176
Cat Barber,PG,ATL,2021,2021,10,53176,5318,53176,53176
Malik Ellison,SF,ATL,2021,2021,10,53176,5318,53176,53176
Javin DeLaurier,PF,MIL,2021,2021,10,53176,5318,53176,53176
Carlik Jones,PG,DAL,2021,2021,10,53176,5318,53176,53176
Mac McClung,PG,CHI,2021,2021,10,53176,5318,53176,53176
Jordan Schakel,SF,WAS,2021,2021,10,53176,5318,53176,53176
Ade Murkey,SF,SAC,2021,2021,10,53176,5318,53176,53176
Malcolm Hill,G,ATL,2021,2021,10,53176,5318,53176,53176
Trevon Scott,SF,CLE,2021,2021,10,53176,5318,53176,53176
Moses Wright,F,LAC,2021,2021,10,53176,5318,53176,53176
Aleem Ford,SF,ORL,2021,2021,10,53176,5318,53176,53176
Hassani Gravett,SG,ORL,2021,2021,10,53176,5318,53176,53176
Braxton Key,SF,DET,2021,2021,10,53176,5318,53176,53176
Jeff Dowtin,PG,ORL,2021,2021,10,53176,5318,53176,53176
Zavier Simpson,PG,OKC,2021,2021,10,37223,3722,37223,37223
Georgios Kalaitzakis,SF,OKC,2021,2021,10,37223,3722,37223,37223
Skylar Mays,SG,ATL,2021,2021,1,34231,34231,34231,34231
Moses Brown,C,CLE,2021,2021,1,19186,19186,19186,19186
Reggie Perry,C,POR,2021,2021,10,17116,1712,17116,17116
Ishmail Wainright,SF,PHX,2021,2021,1,8558,8558,8558,8558
Trent Forrest,PG,UTA,2021,2021,1,8558,8558,8558,8558
Sekou Doumbouya,SF,LAL,2021,2021,1,,,,
Malcolm Hill,G,CHI,2021,2021,1,,,,
Kyle Guy,SG,MIA,2021,2021,1,,,,
Lindell Wigginton,SG,MIL,2021,2021,1,,,,
Charlie Brown Jr.,SG,PHI,2021,2022,2,,,,
Theo Pinson,SG,DAL,2021,2021,1,,,,
Davon Reed,SG,DEN,2021,2021,1,,,,
Brandon Goodwin,PG,CLE,2021,2021,1,,,,
Jared Harper,PG,NOP,2021,2021,1,,,,
Gary Clark,PF,NOP,2021,2021,1,,,,
Admiral Schofield,SF,ORL,2021,2021,1,,,,
Tyrell Terry,PG,MEM,2021,2022,2,,,,
Quinndary Weatherspoon,SG,GSW,2021,2021,1,,,,
Reggie Perry,C,TOR,2021,,,,,,
Wenyen Gabriel,PF,BKN,2021,2021,10,,,99380,99380
Mason Jones,SG,LAL,2021,2021,1,,,,
Myles Powell,SG,PHI,2021,2021,1,,,,
Trevelin Queen,SG,HOU,2021,2021,1,,,,
Terry Taylor,SF,IND,2021,2021,1,,,,
Javonte Smart,G,MIL,2021,2021,1,,,,
Chaundee Brown,SF,LAL,2021,2021,1,,,,
Mychal Mulder,G,ORL,2021,2021,1,,,,
Ishmail Wainright,SF,PHX,2021,2021,1,,,,
Devontae Cacok,C,SAS,2021,2021,1,,,,
Garrison Mathews,SG,HOU,2021,2021,1,,,,
Jeff Dowtin,PG,GSW,2021,2021,1,,,,
Jay Huff,C,LAL,2021,2021,1,,,,
Brodric Thomas,G,BOS,2021,2021,1,,,,
Malik Fitts,PF,UTA,2021,2021,1,,,,
David Duke Jr.,SG,BKN,2021,2021,1,,,,
Chris Clemons,PG,BOS,2021,2021,1,,,1669178,1669178
Tyler Cook,PF,CHI,2021,2021,1,,,,
R.J. Nembhard,PG,CLE,2021,2021,1,,,,
Tacko Fall,C,CLE,2021,2021,1,,,,
Daishen Nix,PG,HOU,2021,2021,1,,,,
Luka Samanic,PF,NYK,2021,2021,1,,,,
Armoni Brooks,SG,HOU,2021,2021,1,,,,
Sekou Doumbouya,SF,LAL,2021,2021,1,,,,
Amir Coffey,SG,LAC,2021,2021,1,,,,
Tyler Bey,SG,HOU,2021,2021,1,,,,
Jamorko Pickett,SF,DET,2021,2021,1,,,,
Theo Pinson,SG,NYK,2021,,,,,,
Keljin Blevins,G,POR,2021,2021,1,,,,1774999
Yves Pons,G,MEM,2021,2021,1,,,,
Justin James,SG,UTA,2021,2021,1,,,,
Petr Cornelie,PF,DEN,2021,2021,1,,,,
Paul Watson,SG,OKC,2021,2021,1,,,,
Brodric Thomas,G,CLE,2021,2021,1,,,,
Justin Robinson,PG,MIL,2021,2021,1,,,,
Caleb Martin,SF,MIA,2021,2021,1,,,,
Chandler Hutchison,SF,PHX,2021,2021,1,,,,
Joe Wieskamp,SF,SAS,2021,2022,2,,,,
Anthony Lamb,SF,HOU,2021,2021,1,,,,
Jaquori McLaughlin,PG,DAL,2021,2021,1,,,,
Marcus Garrett,PG,MIA,2021,2021,1,,,,
Grant Riller,PG,PHI,2021,2021,1,,,,
Skylar Mays,SG,ATL,2021,2021,1,,,50000,50000
DeJon Jarreau,SG,IND,2021,2021,1,,,,
Cassius Winston,PG,WAS,2021,2021,1,,,,
Jose Alvarado,PG,NOP,2021,2021,1,,,,
Daulton Hommes,G,NOP,2021,2021,1,,,,
Josh Hall,SF,OKC,2021,2021,1,,,,
Chris Smith,SF,DET,2021,2022,2,,,,
Luka Garza,C,DET,2021,2021,1,,,,
Kessler Edwards,SF,BKN,2021,2021,1,,,,
Aaron Wiggins,SG,OKC,2021,2021,1,,,,
Sam Hauser,SF,BOS,2021,2021,1,,,,
Markus Howard,PG,DEN,2021,2021,1,,,,
Devon Dotson,PG,CHI,2021,2021,1,,,,
Eugene Omoruyi,SF,DAL,2021,2021,1,,,,
Matthew Hurt,PF,HOU,2021,2021,1,,,,
Killian Tillie,PF,MEM,2021,2021,1,,,,
Ignas Brazdeikis,SF,ORL,2021,2021,1,,,,
Trent Forrest,PG,UTA,2021,2021,1,,,,
Chris Chiozza,PG,GSW,2021,2021,1,,,,
Aaron Henry,SF,PHI,2021,2021,1,,,,
Justin Champagnie,SF,TOR,2021,2021,1,,,,
Neemias Queta,C,SAC,2021,2021,1,,,,
David Johnson,PG,TOR,2021,2021,1,,,,
Jericho Sims,C,NYK,2021,2022,2,,,,
Trendon Watford,PF,POR,2021,2021,1,,,,
McKinley Wright IV,PG,MIN,2021,2021,1,,,,
Duane Washington Jr.,PG,IND,2021,2021,1,,,,
Sharife Cooper,PG,ATL,2021,2021,1,,,,
Nathan Knight,PF,MIN,2021,2021,1,,,,
Austin Reaves,SG,LAL,2021,2021,1,,,,
Joel Ayayi,G,LAL,2021,2021,1,,,,
Sandro Mamukelashvili,C,MIL,2021,2022,2,,,,
Nate Hinton,SG,DAL,2021,2021,1,,,,
Rayjon Tucker,SF,PHI,2021,2021,1,,,,
Arnoldas Kulboka,SF,CHA,2021,2021,1,,,,
Scottie Lewis,SG,CHA,2021,2021,1,,,,
Rodney Hood,SF,TOR,2021,,,,,,
R.J. Nembhard,PG,CLE,2021,2021,1,,,,
Mac McClung,PG,LAL,2021,2021,1,,,,
Chaundee Brown,SF,ATL,2021,2022,2,,,,
Nate Hinton,SG,IND,2021,2021,1,,,,
Gabe York,PG,IND,2021,2021,1,,,,
Melvin Frazier Jr.,SF,OKC,2021,2021,1,,,,
Braxton Key,SF,DET,2021,2022,2,,,,
Moses Brown,C,CLE,2021,2021,1,,,,
Jared Harper,PG,NOP,2021,2021,1,,,,
Xavier Moon,SG,LAC,2021,2021,1,,,,
Mychal Mulder,G,MIA,2021,2022,2,,,,
Anthony Lamb,SF,HOU,2021,2021,1,,,,
Feron Hunt,SF,NYK,2021,2022,2,,,,
Gabriel Lundberg,G,PHX,2021,2021,1,,,,
Jordan Schakel,SF,WAS,2021,2022,2,,,,
D.J. Stewart Jr.,SG,SAS,2021,2021,1,,,,
Robert Woodard II,SG,SAS,2021,2021,1,,,,
Matt Ryan,SF,BOS,2021,2021,1,,,,
Moses Wright,F,LAC,2021,2021,1,,,,
Brandon Williams,PG,POR,2021,2022,2,,,,
Xavier Sneed,SG,UTA,2021,2022,2,,,,
Javonte Smart,G,MIA,2021,2022,2,,,,
Lindy Waters III,SF,OKC,2021,2022,2,,,,
Bradley Beal,SG,WAS,2022,2026,5,251019650,50203930,90020840,140224770
Stephen Curry,PG,GSW,2022,2025,4,215353664,53838416,99985629,155746845
Zach LaVine,SG,CHI,2022,2026,5,215159700,43031940,77160720,94472420
Luka Doncic,PG,DAL,2022,2026,5,215159700,43031940,77160720,94719730
Trae Young,PG,ATL,2022,2026,5,215159700,43031940,77160720,120192660
Kevin Durant,SF,BKN,2022,2025,4,194219320,48554830,63374668,113230689
Michael Porter Jr.,SF,DEN,2022,2026,5,179299750,35859950,64300600,100160550
Shai Gilgeous-Alexander,PG,OKC,2022,2026,5,179299750,35859950,64300600,100160550
Deandre Ayton,C,PHX,2022,2025,4,132929128,33232282,63373188,97378314
Julius Randle,PF,NYK,2022,2025,4,117089280,29272320,53079840,80641440
Jaren Jackson Jr.,PF,MEM,2022,2025,4,104720000,26180000,56048807,81306605
Jalen Brunson,PG,NYK,2022,2025,4,104000000,26000000,54079998,79039999
Anfernee Simons,SG,POR,2022,2025,4,100000000,25000000,46428572,72321429
Terry Rozier,PG,CHA,2022,2025,4,96258694,24064674,32555473,57479599
Mikal Bridges,SF,PHX,2022,2025,4,90900000,22725000,28820690,52120690
Aaron Gordon,PF,DEN,2022,2025,4,86640001,21660000,41957091,64798546
Luguentz Dort,SG,OKC,2022,2026,5,82500000,16500000,30555556,47555556
Marcus Smart,PG,BOS,2022,2025,4,76487996,19121999,35790855,43361998
Collin Sexton,PG,CLE,2022,2025,4,70950000,17737500,34025000,52175000
Jusuf Nurkic,C,POR,2022,2025,4,70000000,17500000,32500000,39375000
James Harden,SG,PHI,2022,2023,2,68640000,34320000,68640000,68640000
Kevin Huerter,SG,ATL,2022,2025,4,65000000,16250000,30178572,36949405
Mitchell Robinson,C,NYK,2022,2025,4,60000000,15000000,32727272,47045454
Dorian Finney-Smith,PF,DAL,2022,2025,4,55560960,13890240,17813263,26494663
Paolo Banchero,PF,ORL,2022,2025,4,50158769,12539692,22663200,34824000
Wendell Carter Jr.,C,ORL,2022,2025,4,50000000,12500000,27200000,39150000
Bobby Portis,PF,MIL,2022,2025,4,48578208,12144552,22554168,35132454
Robert Williams III,C,BOS,2022,2025,4,48000000,12000000,22285716,34714287
Chet Holmgren,C,OKC,2022,2025,4,44889248,11222312,20277240,31157880
Landry Shamet,SG,PHX,2022,2025,4,42500000,10625000,19750000,30750000
Jabari Smith Jr.,PF,HOU,2022,2025,4,40330432,10082608,18209160,27980040
Marvin Bagley III,PF,DET,2022,2024,3,37500000,12500000,19109195,23850574
Keegan Murray,PF,SAC,2022,2025,4,36371093,9092773,16417440,25227000
Chris Boucher,PF,TOR,2022,2024,3,35250000,11750000,24440000,35250000
P.J. Tucker,PF,PHI,2022,2024,3,33043500,11014500,21061388,25769831
Jaden Ivey,SG,DET,2022,2025,4,32951083,8237771,14866680,22843920
Ivica Zubac,C,LAC,2022,2024,3,32800000,10933333,21056790,32800000
Cody Martin,SF,CHA,2022,2025,4,31360000,7840000,14560000,17640000
Jonas Valanciunas,C,NOP,2022,2023,2,30135000,15067500,30135000,30135000
Bennedict Mathurin,SG,IND,2022,2025,4,29936173,7484043,13502880,20748600
Tyus Jones,PG,MEM,2022,2023,2,29000000,14500000,29000000,29000000
Shaedon Sharpe,SG,POR,2022,2025,4,27340903,6835226,12326760,18940920
Gary Payton II,PG,POR,2022,2024,3,26145000,8715000,11529368,20659368
Gary Harris,SG,ORL,2022,2023,2,26000000,13000000,26000000,26000000
Dyson Daniels,PG,NOP,2022,2025,4,25059949,6264987,11292720,17352240
Robert Covington,PF,LAC,2022,2023,2,24000000,12000000,23529620,23529620
Jeremy Sochan,PF,SAS,2022,2025,4,23046751,5761688,10380480,15950520
Nicolas Batum,SF,LAC,2022,2023,2,22554168,11277084,22083043,22083043
Kevon Looney,C,GSW,2022,2024,3,22500000,7500000,14500000,22500000
Johnny Davis,SG,WAS,2022,2025,4,21898509,5474627,9861120,11868112
Ousmane Dieng,SF,OKC,2022,2025,4,21066202,5266551,9368280,14395320
Jaeâ€™Sean Tate,SF,HOU,2022,2024,3,20630434,6876811,14065217,21130434
Mohamed Bamba,C,ORL,2022,2023,2,20600000,10300000,13792529,13792529
Caleb Martin,SF,MIA,2022,2024,3,20408850,6802950,13281950,20408850
Jalen Williams,SF,OKC,2022,2025,4,20256917,5064229,8900160,13675920
Jalen Duren,C,DET,2022,2025,4,19474944,4868736,8454960,12991800
Malik Monk,SG,SAC,2022,2023,2,19418049,9709025,19418049,19418049
Ochai Agbaji,SF,CLE,2022,2025,4,18726365,4681591,5478919,9789199
Grayson Allen,SG,MIL,2022,2023,2,18700000,9350000,17425000,17425000
Ricky Rubio,PG,CLE,2022,2024,3,18439026,6146342,12000001,18439026
Victor Oladipo,SG,MIA,2022,2023,2,18200000,9100000,12714655,12714655
Mark Williams,C,CHA,2022,2025,4,18001011,4500253,7630200,11724480
Kyle Anderson,PF,MIN,2022,2023,2,18000000,9000000,18000000,18000000
Nicolas Claxton,C,BKN,2022,2023,2,17250000,8625000,18100000,18100000
JaVale McGee,C,DAL,2022,2024,3,17202840,5734280,11195499,17202840
A.J. Griffin,SF,ATL,2022,2025,4,17106137,4276534,7249080,11139000
Tari Eason,PF,HOU,2022,2025,4,16257246,4064312,6886320,10581480
Delon Wright,PG,WAS,2022,2023,2,16000000,8000000,16000000,16000000
Thaddeus Young,PF,TOR,2022,2023,2,16000000,8000000,11034483,11034483
Isaiah Hartenstein,C,NYK,2022,2023,2,16000000,8000000,17050000,17050000
Dalen Terry,SG,CHI,2022,2025,4,15451758,3862940,6542160,10052640
Jalen Smith,PF,IND,2022,2024,3,15131319,5043773,9713933,15131319
Jake LaRavia,PF,MEM,2022,2025,4,14763367,3690842,6247560,7519266
Taurean Prince,PF,MIN,2022,2023,2,14555000,7277500,14555000,14555000
Malaki Branham,SG,SAS,2022,2025,4,14177433,3544358,5997480,9215400
Patrick Baldwin Jr.,SF,GSW,2022,2025,4,13993276,3498319,4563720,5492590
Christian Braun,SG,DEN,2022,2025,4,13769157,3442289,5757720,8847360
Walker Kessler,C,UTA,2022,2025,4,13372418,3343105,5527560,8493480
Danilo Gallinari,PF,BOS,2022,2023,2,13281950,6640975,10075962,10075962
John Wall,PG,LAC,2022,2023,2,13281950,6640975,8999852,8999852
Bruce Brown Jr.,SG,DEN,2022,2023,2,13281950,6640975,13281950,13281950
Patty Mills,PG,BKN,2022,2023,2,13281950,6640975,13281950,13281950
Patrick Beverley,PG,MIN,2022,2022,1,13000000,13000000,4408046,4408046
David Roddy,PF,MEM,2022,2025,4,12985886,3246472,3619697,6466937
MarJon Beauchamp,SG,MIL,2022,2025,4,12609596,3152399,5094600,6115817
Otto Porter Jr.,SF,TOR,2022,2023,2,12300000,6150000,8389655,8389655
Blake Wesley,SG,SAS,2022,2025,4,12240728,3060182,4890120,7514400
Josh Richardson,SG,BOS,2022,2022,1,12196094,12196094,4135457,4135457
Wendell Moore Jr.,SG,MIN,2022,2025,4,11839563,2959891,4728240,7265280
Nikola Jovic,SF,MIA,2022,2025,4,11501537,2875384,4591920,7056120
TyTy Washington Jr.,PG,HOU,2022,2025,4,11349659,2837415,4530480,6961560
Peyton Watson,SG,DEN,2022,2025,4,11267516,2816879,4497480,6911040
Amir Coffey,SG,LAC,2022,2024,3,11000000,3666667,7061729,11000000
Bruno Fernando,C,HOU,2022,2025,4,10869564,2717391,3502936,6220327
Charles Bassey,C,SAS,2022,2025,4,10200000,2550000,5200000,7700000
Donte DiVincenzo,SG,GSW,2022,2023,2,9225000,4612500,9225000,9225000
Dewayne Dedmon,C,MIA,2022,2023,2,9024000,4512000,5971701,5971701
Andrew Nembhard,PG,IND,2022,2025,4,8583166,2145792,4376016,6395715
Danuel House Jr.,SF,PHI,2022,2023,2,8415250,4207625,5739922,5739922
Caleb Houstan,SF,ORL,2022,2025,4,8207398,2051850,4000000,6019699
Jaylin Williams,C,OKC,2022,2025,4,8207398,2051850,4000000,6019699
Kennedy Chandler,PG,MEM,2022,2025,4,7127014,1781754,2919864,4939563
Bryce McGowens,SG,CHA,2022,2025,4,7002014,1750504,2794864,4814563
Mike Muscala,C,OKC,2022,2023,2,7000000,3500000,3037357,3037357
Josh Minott,SF,MIN,2022,2025,4,6944795,1736199,2737645,4757344
Kenneth Lofton Jr.,PF,MEM,2022,2025,4,6927014,1731754,2719864,4739563
Vlatko Cancar,PF,DEN,2022,2024,3,6815324,2271775,4468718,6815324
Derrick Jones Jr.,SF,CHI,2022,2023,2,6560000,3280000,6560000,6560000
Andre Drummond,C,CHI,2022,2023,2,6560000,3280000,6560000,6560000
Lonnie Walker IV,SG,LAL,2022,2022,1,6479000,6479000,6479000,6479000
Joe Ingles,SF,MIL,2022,2022,1,6479000,6479000,6479000,6479000
Lindy Waters III,SF,OKC,2022,2023,2,6289504,3144752,3855792,3855792
Simone Fontecchio,SF,UTA,2022,2023,2,6250000,3125000,4377579,4377579
Xavier Cooks,PF,WAS,2022,2025,4,6067398,1516850,1860248,3879947
Kevin Knox,SF,DET,2022,2023,2,6000000,3000000,4017241,4017241
Isaiah Joe,SG,OKC,2022,2024,3,5998321,1999440,3833328,5998321
Jordan Nwora,SF,MIL,2022,2023,2,5800000,2900000,2483908,2483908
Jericho Sims,C,NYK,2022,2024,3,5658206,1886069,3565862,4359510
Sam Hauser,SF,BOS,2022,2024,3,5658206,1886069,3565862,5658206
Christian Koloko,C,TOR,2022,2024,3,5239563,1746521,3219864,5239563
Montrezl Harrell,C,PHI,2022,2023,2,5223516,2611758,5223516,5223516
Sam Merrill,SG,CLE,2022,2024,3,5012231,1670744,2847238,5012231
Jordan Goodwin,PG,WAS,2022,2024,3,4920240,1640080,1631271,3723615
Damian Jones,C,LAL,2022,2023,2,4885050,2442525,3366002,3366002
Ryan Rollins,SG,GSW,2022,2024,3,4757344,1585781,2737645,4757344
Jabari Walker,SF,POR,2022,2024,3,4757344,1585781,2737645,4757344
Jaden Hardy,SG,DAL,2022,2024,3,4757344,1585781,2737645,4757344
DJ Wilson,PF,TOR,2022,2023,2,4546582,2273291,4546582,4546582
Luke Kornet,C,BOS,2022,2023,2,4546582,2273291,4546582,4546582
Bol Bol,PF,ORL,2022,2023,2,4400000,2200000,4400000,4400000
Carlik Jones,PG,CHI,2022,2024,3,4377957,1459319,2285613,4377957
Joe Wieskamp,SF,SAS,2022,2023,2,4375000,2187500,4375000,4375000
Jevon Carter,PG,MIL,2022,2023,2,4339943,2169972,4339943,4339943
Edmond Sumner,SG,BKN,2022,2023,2,4208118,2104059,4208118,4208118
KZ Okpala,SF,SAC,2022,2023,2,3968718,1984359,3968718,3968718
Davon Reed,SG,DEN,2022,2023,2,3968718,1984359,2711561,2711561
Sam Merrill,SG,SAC,2022,2023,2,3833328,1916664,3833328,3833328
Nathan Knight,PF,MIN,2022,2023,2,3833328,1916664,3833328,3833328
Anthony Gill,PF,WAS,2022,2023,2,3833328,1916664,3833328,3833328
Michael Carter-Williams,PG,ORL,2022,2023,2,3703973,1851987,3703973,3703973
Justin Champagnie,SF,TOR,2022,2023,2,3565862,1782931,3565862,3565862
Kessler Edwards,SF,BKN,2022,2023,2,3565862,1782931,2502125,2502125
Trevelin Queen,SG,PHI,2022,2023,2,3565862,1782931,3565862,3565862
Kris Dunn,PG,UTA,2022,2023,2,3322484,1661242,3322484,3322484
Kevin Love,C,MIA,2022,2022,1,3114138,3114138,3114138,3114138
P.J. Dozier,PG,SAC,2022,2023,2,2952754,1476377,2952754,2952754
Robin Lopez,C,CLE,2022,2022,1,2905865,2905865,2905851,2905851
Blake Griffin,C,BOS,2022,2022,1,2905851,2905851,2905851,2905851
Andre Iguodala,SF,GSW,2022,2022,1,2905851,2905851,2905851,2905851
Langston Galloway,SG,IND,2022,2022,1,2905851,2905851,2905851,2905851
Kent Bazemore,SG,SAC,2022,2022,1,2905851,2905851,2905851,2905851
James Johnson,PF,IND,2022,2022,1,2905851,2905851,2905851,2905851
Markieff Morris,PF,BKN,2022,2022,1,2905851,2905851,1035418,1035418
Udonis Haslem,PF,MIA,2022,2022,1,2905851,2905851,2905851,2905851
Austin Rivers,SG,MIN,2022,2022,1,2905851,2905851,2905851,2905851
Taj Gibson,C,WAS,2022,2022,1,2905851,2905851,2905851,2905851
Serge Ibaka,C,MIL,2022,2022,1,2905851,2905851,985317,985317
Goran Dragic,PG,CHI,2022,2022,1,2905851,2905851,2905851,2905851
Bismack Biyombo,C,PHX,2022,2022,1,2905851,2905851,2905851,2905851
DeAndre Jordan,C,DEN,2022,2022,1,2905851,2905851,2905851,2905851
Wesley Matthews,SG,MIL,2022,2022,1,2905851,2905851,2905851,2905851
Chima Moneke,F,SAC,2022,2023,2,2737645,1368823,2737645,2737645
Tyrese Martin,SF,ATL,2022,2023,2,2737645,1368823,2737645,2737645
Max Christie,SG,LAL,2022,2023,2,2737645,1368823,2737645,2737645
Goga Bitadze,C,ORL,2022,2023,2,2678766,1339383,2678766,2678766
Cody Zeller,C,UTA,2022,2022,1,2641682,2641682,2641682,2641682
Dennis SchrÃ¶der,PG,LAL,2022,2022,1,2641682,2641682,2641682,2641682
Gorgui Dieng,C,SAS,2022,2022,1,2641682,2641682,2641682,2641682
JaMychal Green,PF,GSW,2022,2022,1,2628597,2628597,2628597,2628597
Matthew Dellavedova,PG,SAC,2022,2022,1,2628597,2628597,2628597,2628597
T.J. Warren,SF,BKN,2022,2022,1,2628597,2628597,891306,891306
Admiral Schofield,SF,ORL,2022,2023,2,2503746,1251873,2503746,2503746
Luka Samanic,PF,UTA,2022,2023,2,2499380,1249690,2499380,2499380
RJ Hampton,PG,DET,2022,2023,2,2482641,1241321,2482641,2482641
Joe Wieskamp,SF,TOR,2022,2023,2,2473885,1236943,2473885,2473885
Isaiah Roby,PF,NYK,2022,2023,2,2466585,1233293,2466585,2466585
Willie Cauley-Stein,C,HOU,2022,2022,1,2463490,2463490,2463490,2463490
Noah Vonleh,PF,BOS,2022,2022,1,2463490,2463490,1132639,1132639
Bruno Caboclo,SF,BOS,2022,2022,1,2463490,2463490,2463490,2463490
Frank Kaminsky,C,ATL,2022,2022,1,2463490,2463490,835321,835321
Raul Neto,PG,CLE,2022,2022,1,2463490,2463490,2463490,2463490
Shaquille Harrison,PG,LAL,2022,2022,2,2425564,1212782,2425564,2425564
Ishmail Wainright,SF,PHX,2022,2023,2,2402747,1201374,2402747,2402747
DaQuan Jeffries,SG,NYK,2022,2023,2,2366585,1183293,2366585,2366585
Emmanuel Mudiay,PG,MIN,2022,2022,1,2298385,2298385,2298385,2298385
Timothe Luwawu-Cabarrot,SG,PHX,2022,2022,1,2298385,2298385,2298385,2298385
Justin Anderson,SG,IND,2022,2022,1,2298385,2298385,2298385,2298385
Denzel Valentine,SG,BOS,2022,2022,1,2298385,2298385,2298385,2298385
Jake Layman,SF,BOS,2022,2022,1,2298385,2298385,2298385,2298385
Rodney McGruder,SG,DET,2022,2022,1,2298385,2298385,2298385,2298385
Juancho Hernangomez,PF,TOR,2022,2022,1,2298385,2298385,2298385,2298385
Bryn Forbes,SG,MIN,2022,2022,1,2298385,2298385,2298385,2298385
Eugene Omoruyi,SF,OKC,2022,2023,2,2273006,1136503,2483298,2483298
Kemba Walker,PG,DAL,2022,2022,1,2204439,2204439,2204439,2204439
Eugene Omoruyi,SF,DET,2022,2023,2,2197341,1098671,2197341,2197341
Frank Jackson,PG,UTA,2022,2022,1,2133278,2133278,2133278,2133278
Wesley Iwundu,SF,SAC,2022,2022,1,2133278,2133278,2133278,2133278
Patrick McCaw,SG,PHI,2022,2022,1,2133278,2133278,2133278,2133278
Shaquille Harrison,PG,LAL,2022,2022,1,2133278,2133278,2133278,2133278
P.J. Dozier,PG,MIN,2022,2022,1,2133278,2133278,2133278,2133278
Dennis Smith Jr.,PG,CHA,2022,2022,1,2133278,2133278,2133278,2133278
Wesley Iwundu,SF,POR,2022,2022,1,2133278,2133278,2133278,2133278
Quinn Cook,PG,SAC,2022,2022,1,2133278,2133278,2133278,2133278
Frank Jackson,PG,PHX,2022,2022,1,2133278,2133278,2133278,2133278
Ryan Arcidiacono,PG,NYK,2022,2022,1,2133278,2133278,723353,723353
Justin Jackson,SF,BOS,2022,2022,1,2133278,2133278,723353,723353
Josh Jackson,SG,TOR,2022,2022,1,2133278,2133278,2133278,2133278
Thomas Bryant,C,LAL,2022,2022,1,2133278,2133278,723353,723353
Damion Lee,SG,PHX,2022,2022,1,2133278,2133278,2133278,2133278
Kobi Simmons,PG,CHA,2022,2023,2,2099380,1049690,2099380,2099380
Vernon Carey Jr.,C,UTA,2022,2023,2,2097238,1048619,2097238,2097238
Danny Green,SF,CLE,2022,2022,1,2000000,2000000,2000000,2000000
